title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Museum Town,https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,this documentary looks at how a contemporary art museum in western massachusetts transformed a struggling small town.,the new york times,"subject: documentary films and programs;subject: art;creative_works: museum town (movie);persons: trainer, jennifer;organizations: massachusetts museum of contemporary art;subject: museums;glocations: north adams (mass);",2020-12-17t15:49:52+0000,280,‘museum town’ review: a love letter to mass moca,none,none,museum town,none,none,none,by lovia gyarkye,none,false,none,none,0,"[{'id': 99, 'name': 'documentary'}]",https://www.museumtownmovie.com/,576552,tt9617464,en,museum town,a rural american town suffering economically from factory closures finds an unconventional route to recovery with the help of mass moca.,0.611,/5l576j6jxvwmdga94xfum7gcogz.jpg,[],"[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-03-10,0,75,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,0.0,0
Wild Mountain Thyme,https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,john patrick shanley adapts his play “outside mullingar” into a movie. (don’t worry about the accents.),the new york times,"subject: movies;persons: shanley, john patrick;persons: blunt, emily;persons: dornan, jamie;creative_works: outside mullingar (play);creative_works: wild mountain thyme (movie);",2020-12-10t12:00:04+0000,341,‘wild mountain thyme’ review: finding love down on the farm,none,none,wild mountain thyme,none,none,none,by glenn kenny,none,false,/7yhfq4t6byq445ez1hx0je2hbbb.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",,628333,tt6842770,en,wild mountain thyme,"headstrong farmer rosemary muldoon has her heart set on winning her neighbour anthony reilly's love. the problem is, anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. stung by his father's plans to sell the family farm to his american nephew, anthony is jolted into pursuing his dreams.",18.63,/vmw81htt6kki8x0g4unb7l48iir.jpg,"[{'id': 104459, 'logo_path': none, 'name': 'mar-key pictures', 'origin_country': ''}, {'id': 15465, 'logo_path': '/vk1lvkuznekhxp0pen9zuedptwy.png', 'name': 'amasia entertainment', 'origin_country': 'us'}, {'id': 99826, 'logo_path': '/9hcpbb8b6hvt1h8kkd1avxmigqj.png', 'name': 'port pictures', 'origin_country': 'ie'}, {'id': 1785, 'logo_path': '/wt6aikuqtnuq8xfodgack8eyr6w.png', 'name': 'likely story', 'origin_country': 'us'}, {'id': 2395, 'logo_path': '/pzz4qs03ftp6ugtz3hjq6qimcwi.png', 'name': 'hanway films', 'origin_country': 'gb'}, {'id': 125584, 'logo_path': '/56lrmj9izlx7sea0upp0fvvssea.png', 'name': 'aperture media partners', 'origin_country': 'us'}, {'id': 1898, 'logo_path': '/8ix6sgljiyuudxlbty8e0py2g7w.png', 'name': 'fís éireann/screen ireland', 'origin_country': 'ie'}, {'id': 172843, 'logo_path': none, 'name': 'the western regional audiovisual producers fund/wrap fund', 'origin_country': ''}]","[{'iso_3166_1': 'ie', 'name': 'ireland'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2020-12-11,0,102,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,there's nothing more dangerous... than an irish woman in love.,false,5.2,148
My Psychedelic Love Story,https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"this errol morris documentary explores the relationship between the lsd guru and joanna harcourt-smith, a woman who likened herself to mata hari.",the new york times,"subject: documentary films and programs;creative_works: my psychedelic love story (movie);persons: harcourt-smith, joanna (1946-2020);persons: morris, errol;subject: lsd (lysergic acid diethylamide);subject: content type: personal profile;",2020-11-26t12:00:05+0000,599,‘my psychedelic love story’ review: on the run with timothy leary,critic’s pick,none,acid and romance: on the run with timothy leary,none,none,none,by glenn kenny,none,false,/4ny2ej8oqfyela7w299yxkyjtzk.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://www.sho.com/titles/3497302/my-psychedelic-love-story,750595,tt12860964,en,my psychedelic love story,an examination of the notorious high priest of lsd timothy leary through the eyes of his famed lover joanna harcourt-smith.,2.727,/qacrvycejxfz2hv9capq3yhmqca.jpg,"[{'id': 66479, 'logo_path': '/ubztwksuxzvum0fzlg43jzdooc9.png', 'name': 'showtime documentary films', 'origin_country': 'us'}, {'id': 40294, 'logo_path': none, 'name': 'fourth floor productions', 'origin_country': 'us'}, {'id': 19375, 'logo_path': none, 'name': 'moxie pictures', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-10-22,0,107,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love is a trip.,false,6.3,7
69: The Saga of Danny Hernandez,https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,the rise and fall of the provocative rapper tekashi69 is chronicled in this hulu documentary.,the new york times,"subject: documentary films and programs;subject: rap and hip-hop;persons: gandhi, vikram;persons: 6ix9ine (rapper);creative_works: 69: the saga of danny hernandez (movie);",2020-11-17t19:07:20+0000,363,‘69: the saga of danny hernandez’ review: a soundcloud-rap rat,none,none,"loved in hip-hop, but loathed in the end",none,none,none,by calum marsh,none,false,/uzi8mxqxlsjxogcdwgrlpcfdk2y.jpg,none,0,"[{'id': 10402, 'name': 'music'}, {'id': 99, 'name': 'documentary'}]",https://www.hulu.com/movie/69-the-saga-of-danny-hernandez-345025ec-5022-4cca-a5f7-d3870fce96b3,765057,tt13473640,en,69: the saga of danny hernandez,"part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll tekashi69, aka 69, while chronicling his meteoric rise and fall from fame.",1.781,/5xxgqlvttaexhy92dhd9ewgmkxf.jpg,"[{'id': 96654, 'logo_path': '/r76unvd8wmhnkhii3hjcxrxicw5.png', 'name': 'gunpowder & sky', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-04-29,0,101,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.9,10
Ammonite,https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,kate winslet’s fossil hunter and saoirse ronan’s convalescent embark on a forbidden seaside romance.,the new york times,"subject: movies;persons: ronan, saoirse;persons: winslet, kate;persons: lee, francis (1969- );creative_works: ammonite (movie);",2020-11-12t12:00:04+0000,510,‘ammonite’ review: love on the rocks,critic’s pick,none,love on the rocks,none,none,none,by jeannette catsoulis,none,false,/dpposyklfchudolqndauif7lis.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",https://www.ammonite-movie.com,568467,tt7983894,en,ammonite,"in 1840s england, palaeontologist mary anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. despite the chasm between their social spheres and personalities, mary and charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. it is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",21.792,/5lx4puhwzookjwsvsvurrrnw9fk.jpg,"[{'id': 7217, 'logo_path': '/vfbexaf70wsmuhra6fy6ucua1ju.png', 'name': 'see-saw films', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2020-11-13,1396905,118,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.04,518
Love and Monsters,https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,the new sci-fi adventure from michael matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,the new york times,"persons: matthews, michael (film director);subject: movies;creative_works: love and monsters (movie);",2020-10-15t11:00:07+0000,284,‘love and monsters’ review: coming-of-age after the apocalypse,none,none,love and monsters,none,none,none,by lovia gyarkye,none,false,/la5fobqtoqbq1s9leyypmnxoyli.jpg,none,30000000,"[{'id': 35, 'name': 'comedy'}, {'id': 28, 'name': 'action'}, {'id': 12, 'name': 'adventure'}, {'id': 878, 'name': 'science fiction'}]",https://www.paramountmovies.com/movies/love-and-monsters,590223,tt2222042,en,love and monsters,"seven years since the monsterpocalypse began, joel dawson has been living underground in order to survive. but after reconnecting over radio with his high school girlfriend aimee, joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",37.989,/718nnyxyqubqcgwt9sdela1zc3h.jpg,"[{'id': 2575, 'logo_path': '/9yjrhylcfhtwtulkfmaies3afel.png', 'name': '21 laps entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-10-16,1122066,109,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,an apocalyptic love story.,false,7.33,3778
Dick Johnson Is Dead,https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"with the help of her father, the documentary filmmaker kirsten johnson made a surprising, endearing movie about his death.",the new york times,"creative_works: dick johnson is dead (movie);subject: documentary films and programs;persons: johnson, kirsten (1965- );creative_works: cameraperson (movie);subject: death and dying;",2020-10-01t11:00:08+0000,816,"‘dick johnson is dead’ review: a father’s painful, funny goodbye",critic’s pick,none,a love letter delivered along with a death notice,none,none,none,by manohla dargis,none,false,/w6satpimdqnkfhcet2qlabqzaib.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://www.netflix.com/title/80234465,653574,tt11394180,en,dick johnson is dead,"with this inventive portrait, director kirsten johnson seeks a way to keep her 86-year-old father alive forever. utilizing moviemaking magic and her family’s dark humor, she celebrates dr. dick johnson’s last years by staging fantasies of death and beyond. together, dad and daughter confront the great inevitability awaiting us all.",6.789,/2h8bkpygk0u5cvch79hzw1lt5qn.jpg,"[{'id': 72132, 'logo_path': '/y3ybegsyponcyff1xam7vmcbuct.png', 'name': 'big mouth productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-01-23,0,89,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.2,121
"Love, Guaranteed",https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,rachael leigh cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,the new york times,"subject: movies;persons: cook, rachael leigh;persons: wayans, damon jr;persons: johnson, mark steven;creative_works: love, guaranteed (movie);",2020-09-03t07:01:05+0000,343,"‘love, guaranteed’ review: swiping left on online dating",none,none,"love, guaranteed",none,none,none,by natalia winkelman,none,false,/i6x9j6agghr3fnttec5grs9e3ya.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",https://www.netflix.com/title/81076898,644090,tt11100856,en,"love, guaranteed",a lawyer takes on a new client that wants to sue a dating website because it guarantees love.,14.207,/6k22jb6fzzlbum0knfl8rs9zoxg.jpg,[],"[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-09-02,0,91,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.409,616
Feel the Beat,https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,a prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,the new york times,"subject: movies;persons: carson, sofia (1993- );persons: down, elissa (1975- );creative_works: feel the beat (movie);",2020-06-19t07:01:02+0000,253,‘feel the beat’ review: tough love in the dance studio,none,none,a young troupe needs some ballet tough love,none,none,none,by natalia winkelman,none,false,/fzbqoscjdt8taipeycklvedtu5c.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10402, 'name': 'music'}, {'id': 18, 'name': 'drama'}]",https://www.netflix.com/title/80994878,707886,tt10714856,en,feel the beat,"after failing to make it on broadway, april returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",22.266,/af2jt7m9glfpr4v11xosfmt8okd.jpg,"[{'id': 134396, 'logo_path': '/1rx8e2j6nutvxhukckyezuj2wbc.png', 'name': 'resonate entertainment', 'origin_country': 'us'}, {'id': 134397, 'logo_path': none, 'name': 'bitter boy productions', 'origin_country': 'ca'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-06-19,0,107,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'turkish', 'iso_639_1': 'tr', 'name': 'türkçe'}]",released,take your chance. make your move.,false,7.603,1070
Babyteeth,https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"eliza scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",the new york times,"subject: movies;creative_works: babyteeth (movie);persons: murphy, shannon (film director);persons: scanlen, eliza;persons: wallace, toby (1996- );",2020-06-18t16:31:36+0000,517,"‘babyteeth’ review: love means never having, well, you know",none,none,"love means never having, well, you know",none,none,none,by manohla dargis,none,false,/cqiusqadsz0amgsphghqkd6istr.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",http://babyteeth.movie,522098,tt8399664,en,babyteeth,a terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,8.971,/ainpljdt3vvmrcltjw4bektwyop.jpg,"[{'id': 104145, 'logo_path': '/pxemrydyzuohaeb218rckqgdj4t.png', 'name': 'create nsw', 'origin_country': 'au'}, {'id': 104146, 'logo_path': none, 'name': 'whitefalk films', 'origin_country': 'au'}, {'id': 7584, 'logo_path': '/egkfvvyf4fjtvbur1xt1669ipa3.png', 'name': 'screen australia', 'origin_country': 'au'}, {'id': 26717, 'logo_path': none, 'name': 'jan chapman films', 'origin_country': 'au'}, {'id': 14604, 'logo_path': '/naycqwyiu9qfyn1iprluo48d8q5.png', 'name': 'spectrum films', 'origin_country': 'au'}, {'id': 139867, 'logo_path': none, 'name': 'weiranderson.com', 'origin_country': 'au'}, {'id': 8147, 'logo_path': '/q6hoadsngcbeoqwomvrc6regbxf.png', 'name': 'entertainment one', 'origin_country': 'ca'}, {'id': 860, 'logo_path': '/awrtekcgu9jjsiivsdsalc3vxu4.png', 'name': 'celluloid dreams', 'origin_country': 'fr'}]","[{'iso_3166_1': 'au', 'name': 'australia'}]",2020-06-15,989310,118,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.851,312
Spelling the Dream,https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"this netflix documentary explores the unbroken indian-american dominance of the u.s. national spelling bee, to less than winning results.",the new york times,"subject: documentary films and programs;subject: scripps national spelling bee;persons: rega, sam;creative_works: spelling the dream (movie);subject: spelling;organizations: netflix inc;",2020-06-03t12:44:10+0000,296,‘spelling the dream’ review: words of inspiration,none,none,love of language spells success,none,none,none,by bilal qureshi,none,false,/mrsse69lj8yujgsquooznna70mo.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://www.netflix.com/title/81069312,530973,tt6193522,en,spelling the dream,"since 1999, 18 of the last 22 winners of the scripps national spelling bee have been indian-american, making the incredible trend one of the longest in sports history. “breaking the bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",2.203,/piaovsxc1gg7hrs0fyjpik7dvkl.jpg,[],"[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-06-03,0,82,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.0,12
A Secret Love,https://www.nytimes.com/2020/04/29/movies/a-secret-love-review.html,"this tender film explores the partnership between two women who lived, in public and to kin, as dear friends for six decades.",the new york times,"subject: documentary films and programs;subject: homosexuality and bisexuality;persons: bolan, chris (filmmaker);creative_works: a secret love (movie);",2020-04-29t07:01:02+0000,309,‘a secret love’ review: a lesbian couple’s enduring affection,none,none,making a haven of their own,none,none,none,by natalia winkelman,none,false,/zfsf80r3lqmawfetcdveobqdf5y.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://www.netflix.com/title/80209024,687156,tt3260524,en,a secret love,"amid shifting times, two women kept their decades-long love a secret. but coming out later in life comes with its own set of challenges.",10.019,/28lnd4kepqt9i8sgxrvcrdr2kgi.jpg,"[{'id': 6847, 'logo_path': none, 'name': 'beech hill films', 'origin_country': 'us'}, {'id': 3172, 'logo_path': '/rzkludcrkiwhzk2phsit667a2kw.png', 'name': 'blumhouse productions', 'origin_country': 'us'}, {'id': 19328, 'logo_path': '/2adkru1av4fdgw0zaf68xh4ycqc.png', 'name': 'ryan murphy productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-04-29,0,83,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.298,113
Love Wedding Repeat,https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,a couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,the new york times,"subject: movies;creative_works: love wedding repeat (movie);persons: craig, dean (1974- );persons: claflin, sam;persons: munn, olivia;",2020-04-10t07:01:05+0000,414,‘love wedding repeat’ review: a tumble down the aisle,movie review,none,pratfalling down the aisle,none,none,none,by amy nicholson,none,false,/ruxowt2icpm4tv2py3ouyjht4do.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",https://www.netflix.com/title/80227754,624808,tt5096470,en,love wedding repeat,"while trying to make his sister's wedding day go smoothly, jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",14.102,/u0mv99rb1hv8tkjtbjhfwigcvkd.jpg,"[{'id': 10529, 'logo_path': '/3p74tuwqyr3bb2rxgcybzjijqhb.png', 'name': 'notorious pictures', 'origin_country': 'it'}, {'id': 132904, 'logo_path': none, 'name': 'tempo productions limited', 'origin_country': ''}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'it', 'name': 'italy'}]",2020-04-10,0,100,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}]",released,one wedding. one simple plan. what could possibly go wrong?,false,5.639,677
Hope Gap,https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,annette bening and bill nighy play a couple that has lost its way after 29 years of marriage.,the new york times,"subject: movies;persons: bening, annette;persons: nighy, bill;persons: nicholson, william (1948- );creative_works: hope gap (movie);",2020-03-05t12:00:03+0000,257,‘hope gap’ review: a thin line between love and war,none,none,hope gap,none,none,none,by aisha harris,none,false,/jlvvjlzrlvi2cqkxhlctch9yg9c.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",https://www.originpictures.co.uk/hope-gap,537140,tt7587876,en,hope gap,"grace lives an idyllic life in a british seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. through stages of shock, disbelief and anger -- and with support from her son -- grace ultimately regains her footing while learning it's never too late to be happy.",13.528,/rr34zm5vwanjg44bwrhmh5nfdnu.jpg,"[{'id': 9987, 'logo_path': '/o5otkaw7acl5ftzypyl8m8d9570.png', 'name': 'lipsync productions', 'origin_country': 'gb'}, {'id': 6353, 'logo_path': '/7fs0fmlwrpuam3h0pk4hbnuee1g.png', 'name': 'screen media films', 'origin_country': 'us'}, {'id': 911, 'logo_path': '/bwlwgukejruflsfv2arg4o98p1d.png', 'name': 'roadside attractions', 'origin_country': 'us'}, {'id': 2690, 'logo_path': '/9xxpd39mdfkwmcnb6r0tpvzo781.png', 'name': 'screen yorkshire', 'origin_country': 'gb'}, {'id': 193722, 'logo_path': none, 'name': 'sampsonic media', 'origin_country': 'us'}, {'id': 193723, 'logo_path': none, 'name': 'creative media investments', 'origin_country': ''}, {'id': 8088, 'logo_path': '/ztpislbyyrbjxfd3wo2o1tfuj3z.png', 'name': 'origin pictures', 'origin_country': 'gb'}, {'id': 132030, 'logo_path': none, 'name': 'immersiverse', 'origin_country': ''}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2019-10-03,1136167,100,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.335,118
All the Bright Places,https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,elle fanning and justice smith breathe life into a film about mental illness and the healing power of love.,the new york times,"subject: movies;creative_works: all the bright places (movie);persons: haley, brett;persons: fanning, elle;persons: smith, justice (1995- );organizations: netflix inc;",2020-02-28t08:01:07+0000,233,‘all the bright places’ review: love amid trauma,streaming movie review,none,a refreshing exploration of mental illness,none,none,none,by candice frederick,none,false,/tcrnjfyneiqabr8ogkgnq5xqjnf.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",https://www.netflix.com/title/80208802,342470,tt3907584,en,all the bright places,two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of indiana.,31.279,/4safxumkqiw4rebiwkvzjpjn80i.jpg,"[{'id': 2147, 'logo_path': '/yv2p6slxuicjtwuvuuqoobaerec.png', 'name': 'echo lake entertainment', 'origin_country': 'us'}, {'id': 69686, 'logo_path': none, 'name': 'mazur / kaplan company', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-02-28,0,108,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,live life at full brightness,false,7.665,2741
The Photograph,https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,issa rae and a terrific lakeith stanfield play a new york couple whose romance sends them and the story into the past.,the new york times,"subject: movies;creative_works: the photograph (movie);persons: meghie, stella;persons: rae, issa;persons: stanfield, lakeith;",2020-02-13t20:54:33+0000,862,‘the photograph’ review: an unabashedly old-school love story,none,none,an unabashedly old-school love story,none,none,none,by manohla dargis,none,false,/ku5qe5b6ksl3osaqkculms08ays.jpg,none,16000000,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.thephotographmovie.com/,589049,tt7798646,en,the photograph,"when famed photographer christina eames dies unexpectedly, she leaves her estranged daughter, mae, hurt, angry and full of questions. when mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",12.291,/cdqzqicwt0ne2io2oa9iwqqmuca.jpg,"[{'id': 49968, 'logo_path': '/gz2hsomkvmjdtmgclfgrjerpwxy.png', 'name': 'will packer productions', 'origin_country': 'us'}, {'id': 33, 'logo_path': '/8lvhyhjr8oukooy2dkxoalwkdp0.png', 'name': 'universal pictures', 'origin_country': 'us'}, {'id': 10338, 'logo_path': '/a8hjecqxlm96ikshvwabptmmaip.png', 'name': 'perfect world pictures', 'origin_country': 'cn'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-02-14,20690779,106,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.479,192
Ordinary Love,https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,lesley manville and liam neeson play a married couple facing a cancer diagnosis.,the new york times,"subject: movies;creative_works: ordinary love (movie);persons: neeson, liam;persons: manville, lesley;persons: dsa, lisa barros;persons: leyburn, glenn;",2020-02-12t19:46:45+0000,569,‘ordinary love’ review: in sickness and in health,none,none,old-sweater lives,none,none,none,by a.o. scott,none,false,/xvr2ayekvqo0dwjg8vwznaqi5ji.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://bleeckerstreetmedia.com/ordinary-love-film,588787,tt6012380,en,ordinary love,an extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,13.285,/azczkvqzfrxu3tgcijzfu5vb1gp.jpg,"[{'id': 3130, 'logo_path': '/3f6llhdsctrkefanoqxyk9t8jhq.png', 'name': 'tempo productions', 'origin_country': 'gb'}, {'id': 7281, 'logo_path': '/lkqiuaktm2sg3umwtbscmqyzlx5.png', 'name': 'bfi', 'origin_country': 'gb'}, {'id': 5056, 'logo_path': '/583its4w9sk31fnjwkirwaptpzb.png', 'name': 'head gear films', 'origin_country': 'gb'}, {'id': 11667, 'logo_path': '/dhbjdstaolgmqrfbqfelhsu1cto.png', 'name': 'northern ireland screen', 'origin_country': 'gb'}, {'id': 61922, 'logo_path': '/agpysvtffh8d8ujekpzd3gt9m7k.png', 'name': 'bankside films', 'origin_country': 'gb'}, {'id': 80241, 'logo_path': none, 'name': 'canderblinks film', 'origin_country': ''}, {'id': 150838, 'logo_path': '/gj2ycuarwkidedfcdiqwpsnclwn.png', 'name': 'out of orbit', 'origin_country': 'gb'}]","[{'iso_3166_1': 'ie', 'name': 'ireland'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2019-12-06,0,92,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love doesn't give up.,false,6.854,127
To All the Boys: P.S. I Still Love You,https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,the second installment in netflix’s ’80s-style teen romance trilogy asks the question john hughes left unanswered.,the new york times,"subject: movies;persons: condor, lana;persons: centineo, noah;creative_works: to all the boys: ps i still love you (movie);persons: fimognari, michael;",2020-02-11t18:33:41+0000,654,"‘to all the boys: p.s. i still love you’ review: bliss, for now",streaming movie review,none,"follow your bliss while it lasts, kids",none,none,none,by amy nicholson,none,false,/jrweromdbofchxyf6vn6e4wejla.jpg,"{'id': 569738, 'name': 'to all the boys collection', 'poster_path': '/bepyjrdm1avg6cujcimbo6w2phs.jpg', 'backdrop_path': '/rxbwudyoujpmcznbsqpetzvwjdf.jpg'}",0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",https://www.netflix.com/title/81030842,565426,tt9354842,en,to all the boys: p.s. i still love you,lara jean and peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,25.011,/maib5vlmeqp5xln8lptnbsftp2o.jpg,"[{'id': 63484, 'logo_path': '/avllaodqm57vkgqwlvaogiy8zs0.png', 'name': 'awesomeness films', 'origin_country': 'us'}, {'id': 172977, 'logo_path': none, 'name': 'ace entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-02-12,0,102,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,follow your heart like never before,false,6.852,2438
The Woman Who Loves Giraffes,https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"this warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",the new york times,"subject: documentary films and programs;subject: giraffes;creative_works: the woman who loves giraffes (movie);persons: dagg, anne innis;persons: reid, alison (filmmaker);",2020-01-09t12:00:04+0000,279,‘the woman who loves giraffes’ review: crackers for animals,none,none,a special spot  in her heart,none,none,none,by jeannette catsoulis,none,false,/8oas6b0to8hngsd9grfpw2icmcq.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",,544825,tt8901942,en,the woman who loves giraffes,"dr. anne innis dagg re-traces the steps of her groundbreaking 1956 journey to south africa to study giraffes in the wild. now, at 85 years old, anne sees a startling contrast between the world of giraffes she once knew and the one it has become. weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back.",1.952,/1qb0o1ytxjgptamm7ngsgruejrf.jpg,"[{'id': 60966, 'logo_path': none, 'name': 'free spirit film and tv', 'origin_country': ''}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'za', 'name': 'south africa'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-10-03,0,81,[],released,,false,7.0,14
